"Identifier","Source String","Context","Translation"
"ConstantStrings.num_correct_in_a_row_3_description","Learner must answer 3 questions in a row correctly","
-- CONTEXT --
","Learner must answer 3 questions in a row correctly"
"ConstantStrings.num_correct_in_a_row_5","Goal: 5 in a row","
-- CONTEXT --
","Goal: 5 in a row"
"ConstantStrings.num_correct_in_a_row_5_description","Learner must answer 5 questions in a row correctly","
-- CONTEXT --
","Learner must answer 5 questions in a row correctly"
"ConstantStrings.pdf","PDF document","
-- CONTEXT --
","PDF document"
"ConstantStrings.perseus","Perseus Exercise","
-- CONTEXT --
","Perseus Exercise"
"ConstantStrings.perseus_question","Khan Academy question","
-- CONTEXT --
","Khan Academy question"
"ConstantStrings.png","PNG image","
-- CONTEXT --
","PNG image"
"ConstantStrings.public","Content library","
-- CONTEXT --
","Content library"
"ConstantStrings.single_selection","Single choice","
-- CONTEXT --
","Single choice"
"ConstantStrings.slideshow","Slideshow","
-- CONTEXT --
","Slideshow"
"ConstantStrings.svg","SVG image","
-- CONTEXT --
","SVG image"
"ConstantStrings.topic","Folder","
-- CONTEXT --
","Folder"
"ConstantStrings.topic_thumbnail","Thumbnail","
-- CONTEXT --
","Thumbnail"
"ConstantStrings.true_false","True/False","
-- CONTEXT --
","True/False"
"ConstantStrings.unknown_question","Unknown question type","
-- CONTEXT --
","Unknown question type"
"ConstantStrings.video","Video","
-- CONTEXT --
","Video"
"ConstantStrings.video_subtitle","Captions","
-- CONTEXT --
","Captions"
"ConstantStrings.video_thumbnail","Thumbnail","
-- CONTEXT --
","Thumbnail"
"ConstantStrings.view","View-only","
-- CONTEXT --
","View-only"
"ConstantStrings.vtt","VTT caption","
-- CONTEXT --
","VTT caption"
"ConstantStrings.webm","WEBM video","
-- CONTEXT --
","WEBM video"
"ConstantStrings.zip","HTML5 zip","
-- CONTEXT --
","HTML5 zip"
"ContentDefaults.aggregator","Aggregator","
-- CONTEXT --
","Aggregator"
"ContentDefaults.author","Author","
-- CONTEXT --
","Author"
"ContentDefaults.copyrightHolder","Copyright holder","
-- CONTEXT --
","Copyright holder"
"ContentDefaults.defaultsSubTitle","New resources will be automatically given these values","
-- CONTEXT --
","New resources will be automatically given these values"
"ContentDefaults.defaultsTitle","Default copyright settings for new resources (optional)","
-- CONTEXT --
","Default copyright settings for new resources (optional)"
"ContentDefaults.documents","Documents","
-- CONTEXT --
","Documents"
"ContentDefaults.html5","HTML5 apps","
-- CONTEXT --
","HTML5 apps"
"ContentDefaults.license","License","
-- CONTEXT --
","License"
"ContentDefaults.licenseDescription","License description","
-- CONTEXT --
","License description"
"ContentDefaults.noLicense","No license selected","
-- CONTEXT --
","No license selected"
"ContentDefaults.provider","Provider","
-- CONTEXT --
","Provider"
"ContentDefaults.thumbnailsTitle","Automatically generate thumbnails for the following resource types","
-- CONTEXT --
","Automatically generate thumbnails for the following resource types"
"ContentDefaults.videos","Videos","
-- CONTEXT --
","Videos"
"ContentNodeChangedIcon.containsNew","Contains unpublished resources","
-- CONTEXT --
","Contains unpublished resources"
"ContentNodeChangedIcon.containsNewAndUpdated","Contains unpublished resources and changes","
-- CONTEXT --
","Contains unpublished resources and changes"
"ContentNodeChangedIcon.containsUpdated","Contains unpublished changes","
-- CONTEXT --
","Contains unpublished changes"
"ContentNodeChangedIcon.isNewResource","Unpublished","
-- CONTEXT --
","Unpublished"
"ContentNodeChangedIcon.isNewTopic","Unpublished folder","
-- CONTEXT --
","Unpublished folder"
"ContentNodeChangedIcon.isUpdatedResource","Updated since last publish","
-- CONTEXT --
","Updated since last publish"
"ContentNodeChangedIcon.isUpdatedTopic","Folder has been updated since last publish","
-- CONTEXT --
","Folder has been updated since last publish"
"ContentNodeEditListItem.optionsTooltip","Options","
-- CONTEXT --
","Options"
"ContentNodeIcon.audio","Audio","
-- CONTEXT --
","Audio"
"ContentNodeIcon.document","Document","
-- CONTEXT --
","Document"
"ContentNodeIcon.exercise","Exercise","
-- CONTEXT --
","Exercise"
"ContentNodeIcon.html5","HTML5 App","
-- CONTEXT --
","HTML5 App"
"ContentNodeIcon.slideshow","Slideshow","
-- CONTEXT --
","Slideshow"
"ContentNodeIcon.topic","Folder","
-- CONTEXT --
","Folder"
"ContentNodeIcon.unsupported","Unsupported","
-- CONTEXT --
","Unsupported"
"ContentNodeIcon.video","Video","
-- CONTEXT --
","Video"
"ContentNodeLearningActivityIcon.multipleLearningActivities","Multiple learning activities","
-- CONTEXT --
","Multiple learning activities"
"ContentNodeLearningActivityIcon.topic","Folder","
-- CONTEXT --
","Folder"
"ContentNodeListItem.coachTooltip","Resource for coaches","
-- CONTEXT --
","Resource for coaches"
"ContentNodeListItem.copyingTask","Copying","
-- CONTEXT --
","Copying"
"ContentNodeListItem.hasCoachTooltip","{value, number, integer} {value, plural, one {resource for coaches} other {resources for coaches}}","
-- CONTEXT --
","{value, number, integer} {value, plural, one {resource for coaches} other {resources for coaches}}"
"ContentNodeListItem.openTopic","Open folder","
-- CONTEXT --
","Open folder"
"ContentNodeListItem.questions","{value, number, integer} {value, plural, one {question} other {questions}}","
-- CONTEXT --
","{value, number, integer} {value, plural, one {question} other {questions}}"
"ContentNodeListItem.resources","{value, number, integer} {value, plural, one {resource} other {resources}}","
-- CONTEXT --
","{value, number, integer} {value, plural, one {resource} other {resources}}"
"ContentNodeOptions.copiedItemsToClipboard","Copied in clipboard","
-- CONTEXT --
","Copied in clipboard"
"ContentNodeOptions.copiedSnackbar","Copy operation complete","
-- CONTEXT --
","Copy operation complete"
"ContentNodeOptions.copiedToClipboardSnackbar","Copied to clipboard","
-- CONTEXT --
","Copied to clipboard"
"ContentNodeOptions.copyToClipboard","Copy to clipboard","
-- CONTEXT --
","Copy to clipboard"
"ContentNodeOptions.creatingCopies","Copying...","
-- CONTEXT --
","Copying..."
"ContentNodeOptions.editDetails","Edit details","
-- CONTEXT --
","Edit details"
"ContentNodeOptions.editTopicDetails","Edit folder details","
-- CONTEXT --
","Edit folder details"
"ContentNodeOptions.goToOriginalLocation","Go to original location","
-- CONTEXT --
","Go to original location"
"ContentNodeOptions.makeACopy","Make a copy","
-- CONTEXT --
","Make a copy"
"ContentNodeOptions.move","Move","
-- CONTEXT --
","Move"
"ContentNodeOptions.moveTo","Move to...","
-- CONTEXT --
","Move to..."
"ContentNodeOptions.newSubtopic","New folder","
-- CONTEXT --
","New folder"
"ContentNodeOptions.remove","Remove","
-- CONTEXT --
","Remove"
"ContentNodeOptions.removedFromClipboard","Deleted from clipboard","
-- CONTEXT --
","Deleted from clipboard"
"ContentNodeOptions.removedItems","Sent to trash","
-- CONTEXT --
","Sent to trash"
"ContentNodeOptions.undo","Undo","
-- CONTEXT --
","Undo"
"ContentNodeOptions.viewDetails","View details","
-- CONTEXT --
","View details"
"ContentNodeStrings.untitled","Untitled","
-- CONTEXT --
","Untitled"
"ContentNodeThumbnail.cancel","Cancel","
-- CONTEXT --
","Cancel"
"ContentNodeThumbnail.crop","Crop","
-- CONTEXT --
","Crop"
"ContentNodeThumbnail.croppingPrompt","Drag image to reframe","
-- CONTEXT --
","Drag image to reframe"
"ContentNodeThumbnail.defaultFilename","File","
-- CONTEXT --
","File"
"ContentNodeThumbnail.generate","Generate from file","
-- CONTEXT --
","Generate from file"
"ContentNodeThumbnail.generatingThumbnail","Generating from file","
-- CONTEXT --
","Generating from file"
"ContentNodeThumbnail.noThumbnail","No thumbnail","
-- CONTEXT --
","No thumbnail"
"ContentNodeThumbnail.remove","Remove","
-- CONTEXT --
","Remove"
"ContentNodeThumbnail.retryUpload","Retry upload","
-- CONTEXT --
","Retry upload"
"ContentNodeThumbnail.save","Save","
-- CONTEXT --
","Save"
"ContentNodeThumbnail.upload","Upload image","
-- CONTEXT --
","Upload image"
"ContentNodeThumbnail.uploadFailed","Upload failed","
-- CONTEXT --
","Upload failed"
"ContentNodeThumbnail.uploadingThumbnail","Uploading","
-- CONTEXT --
","Uploading"
"ContentNodeThumbnail.zoomIn","Zoom in","
-- CONTEXT --
","Zoom in"
"ContentNodeThumbnail.zoomOut","Zoom out","
-- CONTEXT --
","Zoom out"
"ContentNodeValidator.allIncompleteDescendantsText","{count, plural, one {{count, number, integer} resource is incomplete and cannot be published} other {All {count, number, integer} resources are incomplete and cannot be published}}","
-- CONTEXT --
","{count, plural, one {{count, number, integer} resource is incomplete and cannot be published} other {All {count, number, integer} resources are incomplete and cannot be published}}"
"ContentNodeValidator.incompleteDescendantsText","{count, number, integer} {count, plural, one {resource is incomplete} other {resources are incomplete}}","
-- CONTEXT --
","{count, number, integer} {count, plural, one {resource is incomplete} other {resources are incomplete}}"
"ContentNodeValidator.incompleteText","Incomplete","
-- CONTEXT --
","Incomplete"
"ContentNodeValidator.missingTitle","Missing title","
-- CONTEXT --
","Missing title"
"ContentRenderer.noFileText","Select a file to preview","
-- CONTEXT --
","Select a file to preview"
"ContentRenderer.previewNotSupported","Preview unavailable","
-- CONTEXT --
","Preview unavailable"
"ContentTreeList.allChannelsLabel","Channels","
-- CONTEXT --
","Channels"
"ContentTreeList.noResourcesOrTopics","There are no resources or folders here","
-- CONTEXT --
","There are no resources or folders here"
"ContentTreeList.selectAllAction","Select all","
-- CONTEXT --
","Select all"
"CopyToken.copiedTokenId","Token copied","
-- CONTEXT --
","Token copied"
